Sample Name,Sample Position,Method,Data File
fdh_at_nadp_2,p3-h6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_at_nadp_2
fdh_p101_nadp_1,p3-h7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_p101_nadp_1
fdh_p101_nadp_2,p3-h8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_p101_nadp_2
neg_nadp_1,p3-h9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_nadp_1
neg_nadp_2,p3-h10,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_nadp_2
,,,
empty_0_1,P3-A1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_0_1
empty_0_2,P3-A2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_0_2
mal_0_1,P3-A3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_0_1
mal_0_2,P3-A4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_0_2
pyr_0_1,P3-A5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_0_1
pyr_0_2,P3-A6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_0_2
ser_0_1,P3-A7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_0_1
ser_0_2,P3-A8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_0_2
gly_0_1,P3-A9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_0_1
gly_0_2,P3-A10,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_0_2
empty_30_1,P3-B1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_30_1
empty_30_2,P3-B2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_30_2
mal_30_1,P3-B3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_30_1
mal_30_2,P3-B4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_30_2
pyr_30_1,P3-B5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_30_1
pyr_30_2,P3-B6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_30_2
ser_30_1,P3-B7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_30_1
ser_30_2,P3-B8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_30_2
gly_30_1,P3-B9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_30_1
gly_30_2,P3-B10,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_30_2
empty_60_1,P3-C1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_60_1
empty_60_2,P3-C2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_60_2
mal_60_1,P3-C3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_60_1
mal_60_2,P3-C4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_60_2
pyr_60_1,P3-C5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_60_1
pyr_60_2,P3-C6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_60_2
ser_60_1,P3-C7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_60_1
ser_60_2,P3-C8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_60_2
gly_60_1,P3-C9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_60_1
gly_60_2,P3-C10,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_60_2
empty_120_1,P3-D1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_120_1
empty_120_2,P3-D2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_120_2
mal_120_1,P3-D3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_120_1
mal_120_2,P3-D4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_120_2
pyr_120_1,P3-D5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_120_1
pyr_120_2,P3-D6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_120_2
ser_120_1,P3-D7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_120_1
ser_120_2,P3-D8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_120_2
gly_120_1,P3-D9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_120_1
gly_120_2,P3-D10,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_120_2
empty_240_1,P3-E1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_240_1
empty_240_2,P3-E2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_240_2
mal_240_1,P3-E3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_240_1
mal_240_2,P3-E4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_240_2
pyr_240_1,P3-E5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_240_1
pyr_240_2,P3-E6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_240_2
ser_240_1,P3-E7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_240_1
ser_240_2,P3-E8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_240_2
gly_240_1,P3-E9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_240_1
gly_240_2,P3-E10,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_240_2
empty_480_1,P3-F1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_480_1
empty_480_2,P3-F2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/empty_480_2
mal_480_1,P3-F3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_480_1
mal_480_2,P3-F4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mal_480_2
pyr_480_1,P3-F5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_480_1
pyr_480_2,P3-F6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyr_480_2
ser_480_1,P3-F7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_480_1
ser_480_2,P3-F8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/ser_480_2
gly_480_1,P3-F9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_480_1
gly_480_2,P3-F10,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/gly_480_2
