Sample Name,Sample Position,Method,Data File
mod2_7,P3-A7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_7
mod2_8,P3-A8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_8
mod2_cofactors_7,P3-B7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_cofactors_7
mod2_cofactors_8,P3-B8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_cofactors_8
mod2_glyA_7,P3-C7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_7
mod2_glyA_8,P3-C8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_8
mod2_glyA_cofactors_7,P3-D7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_cofactors_7
mod2_glyA_cofactors_8,P3-D8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_cofactors_8
mod2_neg_7,P3-E7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_neg_7
mod2_neg_8,P3-E8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_neg_8
pyc_1,P3-A9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/pyc_1
pyc_neg_1,P3-B9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/pyc_neg_1
pyc_noB_1,P3-C9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/pyc_noB_1
pyc_noA_1,P3-D9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/pyc_noA_1
pyc_noA_2,P3-F6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/pyc_noA_2
pyc_noB_2,P3-F7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/pyc_noB_2
pyc_neg_2,P3-F8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/pyc_neg_2
pyc_2,P3-F9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/pyc_2
