Sample Name,Sample Position,Method,Data File
acs_ppk_2_1,P3-F7,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_2_1
acs_ppk_2_2,P3-F8,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_2_2
acs_ppk_2_3,P3-F9,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_2_3
acs_ppk_5_1,P3-F10,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_5_1
acs_ppk_5_2,P3-F11,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_5_2
acs_ppk_5_3,P3-F12,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_5_3
acs_2_1,P3-G1,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_2_1
acs_2_2,P3-G2,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_2_2
acs_2_3,P3-G3,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_2_3
acs_5_1,P3-G4,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_5_1
acs_5_2,P3-G5,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_5_2
acs_5_3,P3-G6,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_5_3
acs_ppk_3_1,P3-G7,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_3_1
acs_ppk_3_2,P3-G8,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_3_2
acs_ppk_3_3,P3-G9,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_3_3
neg_1_1,P3-G10,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/neg_1_1
neg_1_2,P3-G11,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/neg_1_2
neg_1_3,P3-G12,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/neg_1_3
acs_3_1,P3-H1,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_3_1
acs_3_2,P3-H2,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_3_2
acs_3_3,P3-H3,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_3_3
acs_ppk_1_1,P3-H4,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_1_1
acs_ppk_1_2,P3-H5,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_1_2
acs_ppk_1_3,P3-H6,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_1_3
acs_ppk_4_1,P3-H7,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_4_1
acs_ppk_4_2,P3-H8,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_4_2
acs_ppk_4_3,P3-H9,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/acs_ppk_4_3
neg_2_1,P3-H10,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/neg_2_1
neg_2_2,P3-H11,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/neg_2_2
neg_2_3,P3-H12,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231025_acs/neg_2_3
