Sample Name,Sample Position,Method,Data File
mod3_mod1_noSDS_2,P3-B4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_noSDS_2
mod3_mod1_ppk_noGLY_2,P3-B5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_ppk_noGLY_2
mod3_mod1_ppk_noTHF_2,P3-B6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_ppk_noTHF_2
mod3_mod1_ppk_FULL_2,P3-B7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_ppk_FULL_2
mod3_mod1_noPYC_2,P3-B8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_noPYC_2
mod3_mod1_noMOD1_2,P3-B9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_noMOD1_2
mod3_mod1_noGLY_3,P3-C1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_noGLY_3
mod3_mod1_noTHF_3,P3-C2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_noTHF_3
mod3_mod1_FULL_3,P3-C3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_FULL_3
mod3_mod1_noSDS_3,P3-C4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_noSDS_3
mod3_mod1_ppk_noGLY_3,P3-C5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_ppk_noGLY_3
mod3_mod1_ppk_noTHF_3,P3-C6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_ppk_noTHF_3
mod3_mod1_ppk_FULL_3,P3-C7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_ppk_FULL_3
mod3_mod1_noPYC_3,P3-C8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_noPYC_3
mod3_mod1_noMOD1_3,P3-C9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/mod3_mod1_noMOD1_3
sds_1,P3-D1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/sds_1
sds_neg_1,P3-D2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/sds_neg_1
glyA_1,P3-D3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/glyA_1
gly_neg_1,P3-D4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/gly_neg_1
sds_2,P3-E1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/sds_2
sds_neg_2,P3-E2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/sds_neg_2
glyA_2,P3-E3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/glyA_2
gly_neg_2,P3-E4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/gly_neg_2
sds_3,P3-F1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/sds_3
sds_neg_3,P3-F2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/sds_neg_3
glyA_3,P3-F3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/glyA_3
gly_neg_3,P3-F4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230417/gly_neg_3
