D:\Projects\Marchand\Data\Carothers\240305_mod3\gs_1.d, -ESI EIC(87.0082) Scan Frag=175.0V gs_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d ,1,0.936,1.023,1.375,104651.1,776923.8,100,100,100,0.097,,1604.65,0,,,,,611.14,79,0.26,108707.13,,,  ,248.9679,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d, -ESI EIC(87.0082) Scan Frag=175.0V m3_neg_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d ,1,0.944,1.024,1.385,70449.59,534467.61,100,100,100,0.093,,0,0,,,,,625,18.5,0.27,69108.48,,,  ,248.9679,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d, -ESI EIC(87.0082) Scan Frag=175.0V m3_neg_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d ,1,0.908,1.019,1.335,60252.98,448221.04,100,100,100,0.427,,1730.92,519.8,347.42,519.8,,60645.18,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d, -ESI EIC(87.0082) Scan Frag=175.0V m3_neg_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d ,1,0.931,1.019,1.291,78077.12,517536.88,100,100,99.05,0.36,,1352.39,4744.32,603,4744.32,,79699.45,,,MM,,,,,M,,,,,,,
D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d ,2,1.43,1.492,1.504,1545.24,4987.85,0.96,1.98,0.95,0.054,,0,678.6,-697.61,-888.72,6.32,1208.64,,,  ,208.0618,,,,,,,,,,,
