D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day1_noPW_1.d, -ESI EIC(87.0082) Scan Frag=175.0V day1_noPW_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day1_PW_8.d ,5,1.353,1.397,1.414,11582.72,19403.57,18.67,41.71,7.04,0.028,,0,0,,,,,0,0,2.54,11059.21,,,  ,248.9664,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day1_PW_8.d ,6,1.414,1.441,1.473,12668.61,25195.36,24.24,45.62,9.14,0.031,,0,0,,,,,0,192,0.61,12396.01,,,  ,248.9664,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_1.d, -ESI EIC(87.0082) Scan Frag=175.0V day2_noPW_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_1.d ,1,0.914,1.025,1.297,857581.07,8755411.25,100,100,100,0.382,,78784.06,25341.49,78784.06,25341.48,,920877.13,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_2.d, -ESI EIC(87.0082) Scan Frag=175.0V day2_noPW_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_2.d ,1,0.902,1.013,1.301,723343.48,7012981.66,100,100,100,0.399,,77703.25,15897.47,77703.25,15897.47,,783882.19,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_3.d, -ESI EIC(87.0082) Scan Frag=175.0V day2_noPW_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_3.d ,1,0.933,1.016,1.381,788184.52,8183799.28,100,100,99.34,0.449,,62971.98,0,62971.98,0,,839493.38,,,MM,,,,,M,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_3.d ,2,1.388,1.444,1.464,16832.31,54146.31,0.66,2.14,0.66,0.054,,0,7603.62,-3226.85,-10357.88,1.85,8087.53,,,  ,248.9664,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_4.d, -ESI EIC(87.0082) Scan Frag=175.0V day2_noPW_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_4.d ,1,0.979,1.029,1.128,82425.16,341337,100,100,69.74,0.061,,0,13993.05,,,,,4880.56,2858.05,0.62,82043.43,,,  ,248.9664,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_4.d ,2,1.128,1.138,1.2,14230.31,47170.31,13.82,17.26,9.64,0.055,,13993.05,12281.31,,,,,2858.05,1882.71,0.18,17158.01,,,  ,248.9664,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_4.d ,3,1.2,1.218,1.265,11723.53,26130,7.66,14.22,5.34,0.031,,12281.31,0,,,,,1882.71,1013,0.49,12800.29,,,  ,248.9664,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_4.d ,4,1.265,1.291,1.355,10325.65,25384.72,7.44,12.53,5.19,0.041,,0,4588.49,,,,,1013,868.24,0.57,10842.61,,,  ,248.9664,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_4.d ,5,1.355,1.439,1.469,10469.09,37585.25,11.01,12.7,7.68,0.061,,4588.49,0,,,,,868.24,684,2.62,9556.38,,,  ,248.9664,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_4.d ,6,1.469,1.485,1.503,8721.05,11802.65,3.46,10.58,2.41,0.023,,0,9309.64,,,,,684,685.01,0.81,8961.09,,,  ,248.9664,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_5.d, -ESI EIC(87.0082) Scan Frag=175.0V day2_noPW_5.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_5.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_5.d ,1,0.925,1.019,1.28,721191.25,6052563.81,100,100,100,0.355,,48449.11,41191.49,16760.8,41191.48,,744441.56,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_6.d, -ESI EIC(87.0082) Scan Frag=175.0V day2_noPW_6.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_6.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_6.d ,1,0.919,1.024,1.295,695832.35,6389785.49,100,100,100,0.377,,49385.54,18475.12,15257.65,18475.12,,711988.88,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_7.d, -ESI EIC(87.0082) Scan Frag=175.0V day2_noPW_7.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_7.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_7.d ,1,0.914,1.02,1.285,766241.67,6754025.69,100,100,99.3,0.371,,51233.31,28546.08,51233.31,28546.07,,811040.94,,,MM,,,,,M,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_7.d ,2,1.438,1.49,1.502,18822.67,47499.74,0.7,2.46,0.7,0.042,,5853.96,9431.56,-5305.3,-9876.37,8.88,9532.25,,,  ,248.9664,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_8.d, -ESI EIC(87.0082) Scan Frag=175.0V day2_noPW_8.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_8.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\231120_hydrogel\day2_noPW_8.d ,1,0.93,0.966,0.98,10088.48,14577.3,11.68,37.02,5.1,0.024,,0,9298.66,,,,,1659.25,1704.01,0.97,10551.59,,,  ,248.9664,,,,,,,
