Sample Name,Sample Position,Method,Data File
no_pathway_200x_25ul_1,P3-E7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_200x_25ul_1
no_pathway_200x_25ul_2,P3-E8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_200x_25ul_2
no_pathway_200x_25ul_3,P3-E9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_200x_25ul_3
to_mal_10x_25ul_1,P3-F1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_10x_25ul_1
to_mal_10x_25ul_2,P3-F2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_10x_25ul_2
to_mal_10x_25ul_3,P3-F3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_10x_25ul_3
to_pyr_10x_25ul_1,P3-F4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_10x_25ul_1
to_pyr_10x_25ul_2,P3-F5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_10x_25ul_2
to_pyr_10x_25ul_3,P3-F6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_10x_25ul_3
no_pathway_10x_25ul_1,P3-F7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_10x_25ul_1
no_pathway_10x_25ul_2,P3-F8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_10x_25ul_2
no_pathway_10x_25ul_3,P3-F9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_10x_25ul_3
to_mal_200x_250ul_1,P3-G1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_200x_250ul_1
to_pyr_200x_250ul_1,P3-G2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_200x_250ul_1
no_pathway_200x_250ul_1,P3-G3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_200x_250ul_1
to_mal_10x_250ul_1,P3-G4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_10x_250ul_1
to_pyr_10x_250ul_1,P3-G5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_10x_250ul_1
no_pathway_10x_250ul_1,P3-G6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_10x_250ul_1
to_mal_200x_250ul_2,P3-G1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_200x_250ul_2
to_pyr_200x_250ul_2,P3-G2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_200x_250ul_2
no_pathway_200x_250ul_2,P3-G3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_200x_250ul_2
to_mal_10x_250ul_2,P3-G4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_10x_250ul_2
to_pyr_10x_250ul_2,P3-G5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_10x_250ul_2
no_pathway_10x_250ul_2,P3-G6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_10x_250ul_2
to_mal_200x_250ul_3,P3-G1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_200x_250ul_3
to_pyr_200x_250ul_3,P3-G2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_200x_250ul_3
no_pathway_200x_250ul_3,P3-G3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_200x_250ul_3
to_mal_10x_250ul_3,P3-G4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_mal_10x_250ul_3
to_pyr_10x_250ul_3,P3-G5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/to_pyr_10x_250ul_3
no_pathway_10x_250ul_3,P3-G6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230503/no_pathway_10x_250ul_3
end,,,
script,,,
