"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_1.d"," -ESI EIC(74.0242) Scan Frag=175.0V gcv_1.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_3.d"," -ESI EIC(74.0242) Scan Frag=175.0V gcv_3.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_3.d" ,"1" ,3.322,3.408,3.575,39568.97,181460.06,100.00,100.00,95.92,0.065,,0.00,2150.98,,,,,0.00,0.00,0.35,37009.34,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_3.d" ,"2" ,3.575,3.585,3.614,1290.29,2059.11,1.13,3.26,1.09,0.027,,2150.98,0.00,,,,,0.00,0.00,0.38,2081.91,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_3.d" ,"3" ,3.614,3.625,3.695,2095.08,3689.79,2.03,5.29,1.95,0.029,,0.00,0.00,,,,,0.00,0.00,0.29,2047.18,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_3.d" ,"4" ,3.837,3.865,4.003,1360.61,1972.90,1.09,3.44,1.04,0.023,,0.00,0.00,,,,,0.00,5.43,0.79,910.45,,,  ,248.9647,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_1.d"," -ESI EIC(74.0242) Scan Frag=175.0V gcv_neg_1.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_1.d" ,"1" ,3.358,3.397,3.500,39896.05,175899.66,100.00,100.00,87.24,0.060,,0.00,6040.70,,,,,0.00,0.00,0.32,38359.84,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_1.d" ,"2" ,3.500,3.514,3.555,6567.91,13822.47,7.86,16.46,6.86,0.035,,6040.70,0.00,,,,,0.00,0.00,0.49,6745.13,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_1.d" ,"3" ,3.577,3.604,3.649,2388.58,5042.63,2.87,5.99,2.50,0.042,,0.00,0.00,,,,,0.00,0.00,0.75,2364.31,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_1.d" ,"4" ,3.649,3.672,3.728,1394.62,2577.94,1.47,3.50,1.28,0.028,,0.00,0.00,,,,,0.00,0.00,0.40,1461.15,,,  ,265.0778,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_1.d" ,"5" ,3.809,3.866,3.903,1338.96,2195.55,1.25,3.36,1.09,0.027,,0.00,0.00,,,,,0.00,20.42,0.59,1097.20,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_1.d" ,"6" ,3.903,3.929,4.002,893.87,2078.08,1.18,2.24,1.03,0.043,,0.00,0.00,,,,,20.42,42.00,0.34,907.68,,,  ,248.9647,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_2.d"," -ESI EIC(74.0242) Scan Frag=175.0V gcv_neg_2.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_2.d" ,"1" ,3.303,3.395,3.578,43823.58,245634.45,100.00,100.00,97.75,0.081,,0.00,0.00,,,,,0.00,0.00,0.35,44538.72,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_2.d" ,"2" ,3.578,3.587,3.654,3231.84,5644.91,2.30,7.37,2.25,0.029,,0.00,0.00,,,,,0.00,0.00,0.27,2838.75,,,  ,248.9647,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_3.d"," -ESI EIC(74.0242) Scan Frag=175.0V gcv_neg_3.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_3.d" ,"1" ,3.324,3.401,3.548,41885.30,209740.78,100.00,100.00,95.42,0.070,,0.00,3515.11,,,,,0.00,0.00,0.44,39661.08,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_3.d" ,"2" ,3.548,3.557,3.606,4771.00,6942.57,3.31,11.39,3.16,0.024,,3515.11,930.68,,,,,0.00,0.00,0.39,5406.19,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\gcv_neg_3.d" ,"3" ,3.606,3.625,3.660,1905.93,3133.36,1.49,4.55,1.43,0.025,,930.68,0.00,,,,,0.00,0.00,0.55,1637.21,,,  ,265.0778,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d"," -ESI EIC(74.0242) Scan Frag=175.0V init.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"1" ,3.105,3.145,3.158,218.03,66.45,4.19,29.60,0.71,0.005,,368.45,0.00,,,,,149.25,0.00,0.62,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"2" ,3.158,3.211,3.270,511.33,1034.19,65.22,69.41,11.08,0.034,,0.00,0.00,,,,,0.00,0.00,0.39,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"3" ,3.270,3.316,3.343,438.18,582.80,36.75,59.48,6.25,0.025,,0.00,0.00,,,,,0.00,0.00,0.44,228.37,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"4" ,3.343,3.440,3.456,451.87,518.28,32.69,61.34,5.56,0.019,,0.00,0.00,,,,,0.00,0.00,2.26,363.25,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"5" ,3.456,3.483,3.512,671.93,691.38,43.60,91.21,7.41,0.017,,0.00,0.00,,,,,0.00,0.00,0.30,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"6" ,3.512,3.531,3.552,592.72,531.98,33.55,80.45,5.70,0.015,,0.00,0.00,,,,,0.00,0.00,0.78,303.05,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"7" ,3.552,3.639,3.670,536.27,1453.52,91.67,72.79,15.58,0.040,,0.00,841.07,,,,,0.00,0.00,1.22,896.36,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"8" ,3.670,3.684,3.704,662.34,722.45,45.56,89.90,7.74,0.018,,841.07,0.00,,,,,0.00,0.00,1.23,608.02,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"9" ,3.704,3.721,3.740,660.08,554.39,34.96,89.60,5.94,0.014,,0.00,0.00,,,,,0.00,0.00,1.01,524.55,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"10" ,3.740,3.851,3.885,621.92,1585.67,100.00,84.42,17.00,0.042,,0.00,0.00,,,,,0.00,0.00,2.88,672.48,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"11" ,3.885,3.901,3.931,736.71,909.87,57.38,100.00,9.75,0.021,,0.00,0.00,,,,,0.00,0.00,0.97,1063.19,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"12" ,3.931,3.945,3.957,378.79,249.76,15.75,51.42,2.68,0.011,,0.00,0.00,,,,,0.00,0.00,1.01,322.24,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\init.d" ,"13" ,3.957,3.976,3.991,401.00,428.91,27.05,54.43,4.60,0.018,,0.00,0.00,,,,,0.00,0.00,1.56,347.85,,,  ,248.9647,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d"," -ESI EIC(74.0242) Scan Frag=175.0V pyc_1.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"1" ,3.043,3.063,3.080,505.03,262.81,13.37,56.48,3.04,0.009,,0.00,0.00,,,,,0.00,0.00,1.14,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"2" ,3.080,3.096,3.139,584.52,707.45,35.98,65.38,8.19,0.020,,0.00,0.00,,,,,0.00,0.00,0.29,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"3" ,3.139,3.156,3.176,894.10,462.31,23.51,100.00,5.35,0.009,,0.00,0.00,,,,,0.00,0.00,0.79,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"4" ,3.176,3.204,3.222,746.41,645.13,32.81,83.48,7.46,0.014,,0.00,0.00,,,,,0.00,0.00,0.87,605.31,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"5" ,3.222,3.307,3.325,750.71,702.29,35.72,83.96,8.13,0.016,,0.00,0.00,,,,,0.00,0.00,1.88,502.89,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"6" ,3.325,3.339,3.371,255.99,234.23,11.91,28.63,2.71,0.015,,0.00,0.00,,,,,0.00,0.00,0.59,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"7" ,3.371,3.425,3.460,665.74,924.61,47.02,74.46,10.70,0.024,,0.00,0.00,,,,,0.00,0.00,0.93,804.15,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"8" ,3.460,3.473,3.485,575.40,303.71,15.45,64.36,3.51,0.009,,0.00,0.00,,,,,0.00,0.00,1.19,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"9" ,3.485,3.528,3.553,595.74,963.72,49.01,66.63,11.15,0.027,,0.00,0.00,,,,,0.00,0.00,1.67,484.94,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"10" ,3.553,3.614,3.725,282.12,1966.34,100.00,31.55,22.75,0.116,,0.00,0.00,,,,,0.00,0.00,0.08,499.12,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"11" ,3.725,3.777,3.794,202.32,104.61,5.32,22.63,1.21,0.009,,0.00,0.00,,,,,0.00,0.00,1.12,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"12" ,3.794,3.816,3.851,705.68,820.00,41.70,78.93,9.49,0.021,,0.00,0.00,,,,,0.00,0.00,0.55,850.22,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"13" ,3.851,3.905,3.924,396.66,232.25,11.81,44.36,2.69,0.010,,0.00,0.00,,,,,0.00,0.00,0.84,213.90,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_1.d" ,"14" ,3.924,3.983,4.003,365.98,313.43,15.94,40.93,3.63,0.014,,0.00,0.00,,,,,0.00,0.00,2.54,0.00,,,  ,248.9647,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d"," -ESI EIC(74.0242) Scan Frag=175.0V pyc_2.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"1" ,3.019,3.039,3.072,1093.54,999.84,76.38,100.00,12.19,0.015,,0.00,0.00,,,,,0.00,0.00,0.44,1448.13,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"2" ,3.072,3.126,3.138,400.75,238.60,18.23,36.65,2.91,0.010,,0.00,0.00,,,,,0.00,0.00,0.94,266.35,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"3" ,3.138,3.278,3.295,833.02,1195.17,91.30,76.18,14.57,0.022,,0.00,0.00,,,,,0.00,0.00,2.48,768.28,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"4" ,3.295,3.346,3.388,573.55,942.18,71.97,52.45,11.49,0.027,,0.00,0.00,,,,,0.00,0.00,1.35,631.49,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"5" ,3.388,3.433,3.444,743.85,1247.00,95.26,68.02,15.21,0.029,,0.00,0.00,,,,,0.00,0.00,3.99,1091.17,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"6" ,3.444,3.503,3.516,877.32,758.35,57.93,80.23,9.25,0.014,,0.00,0.00,,,,,0.00,0.00,1.52,1083.14,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"7" ,3.516,3.587,3.663,691.75,1309.11,100.00,63.26,15.96,0.032,,0.00,0.00,,,,,0.00,0.00,0.21,769.53,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"8" ,3.663,3.675,3.688,593.40,395.21,30.19,54.26,4.82,0.011,,0.00,0.00,,,,,0.00,0.00,0.92,787.27,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"9" ,3.688,3.786,3.803,772.51,498.63,38.09,70.64,6.08,0.011,,0.00,0.00,,,,,0.00,0.00,1.05,820.13,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"10" ,3.803,3.872,3.899,239.89,428.76,32.75,21.94,5.23,0.030,,0.00,0.00,,,,,0.00,0.00,1.56,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_2.d" ,"11" ,3.899,3.958,3.972,280.47,187.98,14.36,25.65,2.29,0.011,,0.00,0.00,,,,,0.00,0.00,1.08,268.33,,,  ,248.9647,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d"," -ESI EIC(74.0242) Scan Frag=175.0V pyc_3.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"1" ,3.007,3.028,3.063,851.26,737.63,34.01,86.65,9.05,0.014,,0.00,0.00,,,,,0.00,0.00,0.54,743.03,,,  ,237.0827,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"2" ,3.063,3.074,3.087,491.41,245.35,11.31,50.02,3.01,0.008,,0.00,0.00,,,,,0.00,0.00,0.82,738.81,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"3" ,3.087,3.128,3.181,718.46,801.74,36.97,73.13,9.83,0.019,,0.00,0.00,,,,,0.00,0.00,0.41,1026.89,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"4" ,3.181,3.195,3.232,544.23,885.31,40.82,55.40,10.86,0.027,,0.00,0.00,,,,,0.00,0.00,0.30,439.73,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"5" ,3.232,3.265,3.282,305.20,159.59,7.36,31.07,1.96,0.009,,0.00,0.00,,,,,0.00,0.00,1.16,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"6" ,3.282,3.298,3.327,690.15,531.23,24.49,70.25,6.52,0.013,,0.00,0.00,,,,,0.00,0.00,0.56,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"7" ,3.327,3.355,3.371,340.71,428.92,19.78,34.68,5.26,0.024,,0.00,0.00,,,,,0.00,0.00,2.53,376.19,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"8" ,3.371,3.430,3.443,982.43,631.03,29.10,100.00,7.74,0.011,,0.00,0.00,,,,,0.00,0.00,1.84,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"9" ,3.443,3.484,3.572,720.82,2168.75,100.00,73.37,26.60,0.050,,0.00,475.51,,,,,0.00,0.00,0.52,1062.45,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"10" ,3.572,3.580,3.596,221.43,197.37,9.10,22.54,2.42,0.015,,475.51,0.00,,,,,0.00,0.00,0.83,343.30,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"11" ,3.596,3.636,3.648,286.13,132.20,6.10,29.12,1.62,0.008,,0.00,0.00,,,,,0.00,0.00,1.15,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"12" ,3.648,3.662,3.676,230.67,101.43,4.68,23.48,1.24,0.007,,0.00,0.00,,,,,0.00,0.00,0.98,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"13" ,3.676,3.768,3.781,234.44,104.01,4.80,23.86,1.28,0.007,,0.00,0.00,,,,,0.00,0.00,1.06,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_3.d" ,"14" ,3.781,3.928,3.941,665.52,1028.96,47.44,67.74,12.62,0.026,,0.00,0.00,,,,,0.00,0.00,3.60,287.07,,,  ,248.9647,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_neg_1.d"," -ESI EIC(74.0242) Scan Frag=175.0V pyc_neg_1.d "
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_neg_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_neg_1.d" ,"1" ,3.071,3.083,3.093,176.92,81.55,2.57,17.53,0.62,0.008,,0.00,0.00,,,,,0.00,-4.89,0.89,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_neg_1.d" ,"2" ,3.093,3.109,3.141,815.38,670.70,21.14,80.79,5.11,0.014,,0.00,0.00,,,,,-4.89,-15.03,0.68,876.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_neg_1.d" ,"3" ,3.141,3.157,3.182,936.84,981.30,30.94,92.83,7.48,0.017,,0.00,0.00,,,,,-15.03,-23.97,0.93,848.82,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_neg_1.d" ,"4" ,3.182,3.228,3.245,460.83,548.19,17.28,45.66,4.18,0.020,,0.00,0.00,,,,,-23.97,-37.47,3.30,0.00,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_neg_1.d" ,"5" ,3.245,3.264,3.282,508.50,419.86,13.24,50.39,3.20,0.014,,0.00,0.00,,,,,-37.47,-45.29,0.90,508.27,,,  ,248.9647,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\230707_mod2\pyc_neg_1.d" ,"6" ,3.282,3.328,3.343,636.41,649.76,20.48,63.06,4.95,0.017,,0.00,0.00,,,,,-45.29,-58.58,2.62,0.00,,,  ,248.9647,,,,,,,,,,,,
