D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day4_1.d, -ESI EIC(133.0136) Scan Frag=175.0V pyc_day4_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No integration results available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day4_2.d, -ESI EIC(133.0136) Scan Frag=175.0V pyc_day4_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_2.d ,1,3.751,4.289,4.671,3952.45,70508.44,100,100,100,0.92,0.505,0,0,0.055,3.751,4.671,10.985,0,0,0.12,3952.45,,,  ,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_3.d, -ESI EIC(133.0136) Scan Frag=175.0V sds_day4_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_3.d ,1,3.652,4.25,4.649,4971.71,70921.05,100,100,100,0.997,0.475,370.68,0,0.055,3.652,4.649,10.988,370.68,0,0.14,5120,,,  ,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_4.d, -ESI EIC(133.0136) Scan Frag=175.0V sds_day4_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_4.d ,1,3.711,4.243,4.659,6839.3,128701.77,100,100,100,0.947,0.613,0,501.31,0.054,3.711,4.659,10.983,333.24,-166.62,0.4,6891.92,,,  ,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_1.d, -ESI EIC(133.0136) Scan Frag=175.0V sds_day4_neg_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No integration results available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_2.d, -ESI EIC(133.0136) Scan Frag=175.0V sds_day4_neg_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_2.d ,1,3.753,4.296,4.784,2789.11,57199.63,100,100,100,1.031,3.392,0,211.78,0.057,3.753,4.784,10.987,0,-33.5,0,2771.46,,,  ,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_3.d, -ESI EIC(133.0136) Scan Frag=175.0V sds_day4_neg_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_3.d ,1,3.763,3.862,4.633,4854.75,83760.59,100,100,100,0.87,0.111,523.68,0,0.056,3.763,4.633,10.985,181.89,0,2.81,5015.79,,,  ,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_4.d, -ESI EIC(133.0136) Scan Frag=175.0V sds_day4_neg_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day4_neg_4.d ,1,3.711,4.27,4.68,4219.88,70992.02,100,100,100,0.97,0.463,281.03,0,0.059,3.711,4.68,10.999,281.03,0,0.11,4338.72,,,  ,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Y = 3116110*X + 180994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,179352.7,160477.44,159338.8,,158915.37,153911.82,144406.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,84148.94,95515.68,96121.65,,123795.3,107040.04,100587.95,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,136493.13,115293.28,164247.01,,,70508.44,70921.05,128701.77,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,46684.47,59201.88,56762.55,,57199.63,83760.59,70992.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.000526714,-0.006584029,-0.006949434,,-0.007085318,-0.008691022,-0.011741521,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.031078832,-0.027431098,-0.027236635,,-0.018355803,-0.023732782,-0.025803341,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.014280905,-0.021084211,-0.005374326,,-0.058083315,-0.035456245,-0.035323833,-0.016781253,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-0.043101665,-0.039084666,-0.039867479,,-0.039727214,-0.031203459,-0.035301058,-0.058083315,,,,,,,,,,,,,,,,,,,,,,,
