D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_1.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_4.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_4.d ,1,0.921,0.999,1.365,62392.95,525060.72,100,100,100,0.443,,1454.91,0,725.44,0,,62991.43,,,MM,,,,,M,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_1.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3_neg_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_1.d ,1,0.817,1.033,1.299,14656,110754,100,100,100,0.482,,741,0,741,0,,15065,,,MM,,,,,M,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_2.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3_neg_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_2.d ,1,0.855,0.872,0.936,1353.93,2435.22,2.25,8.38,2.2,0.03,,0,0,,,,,471.25,375,0.24,1502.12,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_2.d ,2,0.94,1.012,1.339,16159.44,108202.54,100,100,97.8,0.399,,1144.41,593.56,,,,,375,593.56,,16573.89,,,MM,,,,,M,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_3.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3_neg_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3_neg_3.d ,1,0.858,1.018,1.262,19783.13,139400.78,100,100,100,0.404,,984.16,1386.9,934.75,1386.9,,20897.49,,,MM,,,,,M,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_1.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-1_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_1.d ,1,0.934,1.028,1.244,9143.77,61706,100,100,92.99,0.31,,767.21,1330.87,212,1330.87,,9695.42,,,MM,,,,,M,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_1.d ,2,1.263,1.28,1.307,786.11,1332.52,2.16,8.6,2.01,0.028,,0,0,-14.91,-45.06,0.82,552.03,,,  ,248.9689,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_1.d ,3,1.307,1.356,1.369,819.16,1274.45,2.07,8.96,1.92,0.026,,0,0,-45.06,-88.4,3.17,783.1,,,  ,248.9689,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_1.d ,4,1.369,1.386,1.402,930,961.67,1.56,10.17,1.45,0.021,,0,0,-88.4,-111.7,1.29,581.21,,,  ,248.9689,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_1.d ,5,1.402,1.457,1.501,326.6,1085.81,1.76,3.57,1.64,0.055,,0,268.85,-111.7,-181,1.02,308.89,,,  ,248.9689,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-1_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d ,1,0.876,0.895,0.914,794.44,852.9,,,,0.018,,1237.55,0,,,,,1465,272.5,0.66,1703.88,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d ,2,0.914,1.015,1.158,9409.61,68558.2,,,,0.092,,0,2461.72,,,,,272.5,-297.63,0.5,9152.18,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d ,3,1.158,1.171,1.189,3307.13,5177.44,,,,0.026,,2461.72,1430.02,,,,,-297.63,-369.94,0.71,2796.24,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d ,4,1.189,1.197,1.272,2471.04,8100.29,,,,0.055,,1430.02,345.14,,,,,-369.94,-562.69,0.14,1704.63,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d ,5,1.272,1.283,1.321,1164,2614.96,,,,0.037,,345.14,0,,,,,-562.69,-675.41,0.32,597.97,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d ,6,1.321,1.338,1.352,971.06,1594.14,,,,0.028,,0,0,,,,,-675.41,-748.67,1.27,434.01,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_2.d ,7,1.352,1.403,1.418,1166,3719.78,,,,0.043,,0,0,,,,,-748.67,-902.88,3.2,497.82,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_3.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-1_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_3.d ,1,0.934,1.011,1.261,12339.66,91975.94,100,100,97.44,0.327,,875.32,0,841.49,0,,12981.46,,,MM,,,,,M,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_3.d ,2,1.261,1.275,1.306,426.49,832.02,0.9,3.46,0.88,0.033,,0,0,66.5,0,0.42,498.56,,,  ,248.9689,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_3.d ,3,1.306,1.398,1.457,592.82,1587.8,1.73,4.8,1.68,0.045,,0,0,0,0,0.76,305.88,,,  ,248.9689,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_4.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-1_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_4.d ,1,0.819,0.86,0.871,841.12,1148.32,0.99,5.36,0.96,0.023,,1235.08,1288.57,,,,,1048.25,870.7,2.51,1260.27,,,  ,134.0442,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_4.d ,2,0.907,0.973,1.256,15681.67,116357.79,100,100,96.95,0.349,,731.88,1612.89,,,,,730,1612.89,,16579.84,,,MM,,,,,M,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_4.d ,3,1.293,1.309,1.371,422.51,1177.96,1.01,2.69,0.98,0.046,,0,279.03,,,,,8.5,70.48,0.22,358.02,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_4.d ,4,1.371,1.382,1.49,726.97,1328.11,1.14,4.64,1.11,0.03,,279.03,0,,,,,70.48,165,0.25,339.05,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_1.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-1_neg_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_1.d ,1,0.829,0.887,0.94,943.57,3833.37,,,,0.068,,926.21,0,,,,,1006.25,351.5,0.76,2009.13,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_1.d ,2,0.944,1.01,1.287,13270.41,92060.95,,,,0.344,,1103.7,597.9,,,,,351.5,597.9,,13669.6,,,MM,,,,,M,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_1.d ,3,1.3,1.312,1.334,476.51,714.37,,,,0.025,,0,0,,,,,66.08,38.81,0.55,483.16,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_2.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-1_neg_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_2.d ,1,0.827,0.866,0.881,685.65,1124.4,1.38,6.66,1.36,0.025,,645.4,607.43,,,,,843.25,762.25,1.52,1447.28,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_2.d ,2,0.942,1.014,1.324,10287.85,81305.61,100,100,98.64,0.382,,889.11,0,,,,,889.11,0,,11009.47,,,MM,,,,,M,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-1_neg_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d ,1,0.809,0.834,0.854,725.5,1125.67,1.17,6.13,0.94,0.025,,1887.56,0,,,,,1235.75,300,0.81,1529.66,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d ,2,0.854,0.867,0.915,1554.28,2378.84,2.46,13.13,2,0.026,,0,987.73,,,,,300,204.31,0.37,1207.18,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d ,3,0.915,1.019,1.181,11840.8,96524.7,100,100,80.98,0.115,,987.73,2578.45,,,,,204.31,-211.17,0.5,12051.18,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d ,4,1.181,1.192,1.286,3645.9,9906.94,10.26,30.79,8.31,0.045,,2578.45,0,,,,,-211.17,-375.12,0.25,1664.55,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d ,5,1.286,1.32,1.336,752.02,1657.34,1.72,6.35,1.39,0.037,,0,0,,,,,-375.12,-452.88,2.33,0,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d ,6,1.336,1.35,1.366,763.48,1075.08,1.11,6.45,0.9,0.025,,0,0,,,,,-452.88,-500.14,0.92,262.68,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_3.d ,7,1.366,1.403,1.505,1057.26,6526.51,6.76,8.93,5.48,0.093,,0,0,,,,,-500.14,-717.69,0.3,446.09,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_4.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-1_neg_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_4.d ,1,0.809,0.835,0.906,1740.91,5292.15,3.92,10.38,3.33,0.046,,0,0,,,,,343,0,0.21,936.47,,,  ,134.0442,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_4.d ,2,0.906,0.996,1.158,16774.29,134885.95,100,100,84.81,0.103,,0,4264.31,,,,,0,0,0.41,16507.2,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-1_neg_4.d ,3,1.158,1.17,1.328,4636.4,18868.58,13.99,27.64,11.86,0.068,,4264.31,0,,,,,0,0,0.2,4799.73,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_1.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-shunt_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_1.d ,1,0.931,1.01,1.325,200182.45,2124419.93,100,100,100,0.142,,0,1381.04,,,,,1616.5,642.49,0.26,202359.94,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_2.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-shunt_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_2.d ,1,0.931,1.023,1.358,178337.14,1989094.44,100,100,100,0.147,,3071.88,800.41,,,,,2151.5,494.44,0.3,181447.97,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_3.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-shunt_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_3.d ,1,0.903,1.003,1.385,206436.79,2202583.17,100,100,100,0.482,,4767.94,1144.86,3970.49,1144.85,,209822.69,,,MM,,,,,M,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_4.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-shunt_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_4.d ,1,0.909,0.994,1.345,262318.39,2778256.5,100,100,100,0.133,,6929.8,1519.38,,,,,6542,1081.48,0.23,272773.13,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_1.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-shunt_neg_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_1.d ,1,0.918,1.008,1.362,200929.36,2224380.38,100,100,100,0.147,,3032.85,1174.29,,,,,1230,-732.64,0.23,203431.61,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_2.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-shunt_neg_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_2.d ,1,0.91,1.02,1.353,193554.91,2199777.2,100,100,100,0.138,,2311.5,1038.52,,,,,2213.6,479.22,0.29,195066.16,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_3.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-shunt_neg_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_3.d ,1,0.896,0.999,1.316,222388.46,2516698.86,100,100,100,0.148,,5470.05,1670.16,,,,,4489,502.38,0.28,223520.44,,,  ,248.9689,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_4.d, -ESI EIC(87.0082) Scan Frag=175.0V mod3-shunt_neg_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_4.d ,1,0.831,0.863,0.921,787.49,1644.83,43.71,32.13,8.16,0.035,,0,0,,,,,397.75,147.5,0.41,1053.72,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_4.d ,2,0.921,0.938,0.977,829.33,2077.76,55.21,33.84,10.31,0.042,,0,613.47,,,,,147.5,95.62,0.27,749.03,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_4.d ,3,0.977,1.025,1.038,2450.81,3763.34,100,100,18.68,0.026,,613.47,0,,,,,95.62,39.73,2.59,2414.04,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_4.d ,4,1.038,1.049,1.075,1404.63,1490.57,39.61,57.31,7.4,0.018,,0,0,,,,,39.73,6,0.5,1379.12,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_4.d ,5,1.075,1.099,1.108,1001.56,1479.07,39.3,40.87,7.34,0.025,,0,601.88,,,,,6,8.5,1.94,1044.38,,,  ,248.9689,,,,,,
D:\Projects\Marchand\Data\Carothers\240220_mod3\mod3-shunt_neg_4.d ,6,1.108,1.12,1.164,1449.89,3108.78,82.61,59.16,15.43,0.036,,601.88,693.56,,,,,8.5,12.74,0.34,1215.01,,,  ,248.9689,,,,,,
