D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_10x_1.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_10x_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_3.d ,1,3.64,3.717,3.928,10555.48,68491.09,100,100,100,0.288,,0,0,0,0,,10555.48,,100,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_4.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_50x_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_4.d ,1,3.615,3.715,3.925,8949.99,45236.12,100,100,100,0.31,,0,0,0,0,,8949.99,,100,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_5.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_50x_5.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_5.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_5.d ,1,3.603,3.725,4.018,12801.78,110295.03,100,100,100,0.416,,0,0,0,0,,12801.78,,100,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_6.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_50x_6.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_6.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_50x_6.d ,1,3.618,3.768,4.017,11805.92,115256.9,100,100,100,0.399,,0,0,0,0,,11805.92,,100,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_1.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_10x_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_1.d ,1,3.528,3.683,3.788,1700.02,6531.2,100,100,91.02,0.26,,0,537.53,0,537.53,,2020.24,,9.36,MM,,,,,M,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_1.d ,2,3.814,3.851,4.003,355.9,644.73,9.87,20.94,8.98,0.03,,0,0,0,0,0.43,426.54,,1.96,  ,248.9653,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_2.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_10x_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_2.d ,1,3.546,3.713,3.884,1788.05,7899.42,100,100,100,0.338,,0,0,0,0,,1788.05,,12.07,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_3.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_10x_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_3.d ,1,3.662,3.712,3.917,7420.01,40251.31,100,100,100,0.255,,0,0,0,0,,7420.01,,60.8,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_4.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_10x_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_4.d ,1,3.543,3.732,3.937,8859.11,46781.28,100,100,100,0.393,,0,0,0,0,,8859.11,,78.34,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_5.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_10x_5.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_5.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_5.d ,1,3.657,3.723,3.967,9322.52,54818.56,100,100,100,0.31,,0,0,0,0,,9322.52,,86.32,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_6.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_10x_6.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_6.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_10x_6.d ,1,3.628,3.712,3.955,10463.62,55888.92,100,100,100,0.327,,0,0,0,0,,10463.62,,83.91,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_1.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_50x_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_1.d ,1,3.557,3.663,3.677,337.12,306.48,35.59,41.16,11.32,0.015,,0,0,,,,,0,0,3.09,0,,,  ,248.9744,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_1.d ,2,3.677,3.716,3.729,819.07,617.14,71.67,100,22.78,0.013,,0,0,,,,,0,0,1.1,996.57,,,  ,248.9744,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_1.d ,3,3.729,3.77,3.786,665.42,392.45,45.58,81.24,14.49,0.01,,0,0,,,,,0,0,0.85,362.67,,,  ,248.9744,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_1.d ,4,3.786,3.82,3.855,348.77,861.08,100,42.58,31.79,0.034,,0,0,,,,,0,0,0.55,289.25,,,  ,248.9744,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_1.d ,5,3.855,3.899,4.001,286.68,531.38,61.71,35,19.62,0.031,,0,0,,,,,0,0,0.24,281.61,,,  ,248.9744,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_2.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_50x_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_2.d ,1,3.699,3.759,3.78,581.26,839.46,79.22,95.7,36.69,0.024,,0,0,,,,,0,0,2.33,388.04,,,  ,248.9744,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_2.d ,2,3.78,3.806,3.829,267.81,389.02,36.71,44.09,17,0.024,,0,0,,,,,0,0,0.84,290.35,,,  ,248.9744,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_2.d ,3,3.829,3.85,4.004,607.36,1059.63,100,100,46.31,0.027,,0,0,,,,,0,0,0.27,553.04,,,  ,248.9744,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_3.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_50x_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_3.d ,1,3.637,3.714,3.991,9531.57,51263.17,100,100,100,0.355,,0,0,0,0,,9531.57,,100,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_4.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_50x_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_4.d ,1,3.632,3.715,4.037,10540.81,54373.82,100,100,100,0.404,,0,0,0,0,,10540.81,,100,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_5.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_50x_5.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_5.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_5.d ,1,3.64,3.712,4.038,13364.44,119194.9,100,100,100,0.399,,0,0,0,0,,13364.44,,100,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_6.d, -ESI EIC(104.0348) Scan Frag=175.0V fwd_neg_50x_6.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_6.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
D:\Projects\Marchand\Data\Carothers\230710_mod2\fwd_neg_50x_6.d ,1,3.62,3.742,4.008,10803.9,102028.89,100,100,100,0.388,,0,0,0,0,,10803.9,,100,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d, -ESI EIC(104.0348) Scan Frag=175.0V init.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,1,3.509,3.565,3.583,670.35,1398.87,43.15,53.78,12.57,0.03,,0,391.02,,,,,68.75,55.81,1.6,468.05,,,  ,248.9653,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,2,3.583,3.616,3.694,913.45,3241.6,100,73.29,29.12,0.059,,391.02,650.38,,,,,55.81,36.47,0.31,600.33,,,  ,248.9653,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,3,3.694,3.708,3.723,1246.39,1235.74,38.12,100,11.1,0.017,,650.38,476.3,,,,,36.47,31.5,1.01,1338.33,,,  ,248.9653,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,4,3.723,3.74,3.788,710.88,1527.81,47.13,57.03,13.73,0.041,,476.3,451.7,,,,,31.5,20.21,0.36,508.56,,,  ,248.9653,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,5,3.788,3.819,3.873,1118.13,2161.33,66.67,89.71,19.42,0.032,,451.7,0,,,,,20.21,5.28,0.78,1192.58,,,  ,248.9653,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,6,3.873,3.891,3.904,655.59,524.98,16.2,52.6,4.72,0.018,,0,0,,,,,5.28,0,3.3,815.01,,,  ,248.9653,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,7,3.904,3.917,3.958,411.23,591.53,18.25,32.99,5.31,0.024,,0,0,,,,,0,0,0.33,350.63,,,  ,248.9653,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init.d ,8,3.958,3.978,3.994,450.86,449.01,13.85,36.17,4.03,0.017,,0,0,,,,,0,0,1.19,772.83,,,  ,248.9653,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init0.d, -ESI EIC(104.0348) Scan Frag=175.0V init0.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init0.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init0.d ,1,3.532,3.552,3.565,151.65,68.09,21.79,64.38,17.89,0.007,,0,0,,,,,0,0,0.91,0,,,  ,248.9653,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\init0.d ,2,3.565,3.645,4.001,235.56,312.44,100,100,82.11,0.022,,0,0,,,,,0,0,0.69,386.89,,,  ,248.9653,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\rvrs_10x_1.d, -ESI EIC(104.0348) Scan Frag=175.0V rvrs_10x_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\rvrs_10x_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
D:\Projects\Marchand\Data\Carothers\230710_mod2\rvrs_10x_1.d ,1,3.607,3.707,3.9,1440.6,5389.84,100,100,100,0.294,,0,0,0,0,,1440.6,,47.63,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\230710_mod2\rvrs_10x_2.d, -ESI EIC(104.0348) Scan Frag=175.0V rvrs_10x_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
