Sample Name,Sample Position,Method,Data File
mod1_neg_3,P3-b6,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\mod1_neg_3
blank_2,no injection,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\blank_2
fdhAT_NADH_1,P3-D1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhAT_NADH_1
fdhAT_NADH_2,P3-D2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhAT_NADH_2
fdhAT_NADH_3,P3-D3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhAT_NADH_3
fdhSN_NADH_1,P3-D4,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhSN_NADH_1
fdhSN_NADH_2,P3-D5,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhSN_NADH_2
fdhSN_NADH_3,P3-D6,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhSN_NADH_3
NADH_neg_1,P3-D7,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\NADH_neg_1
NADH_neg_2,P3-D8,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\NADH_neg_2
NADH_neg_3,P3-D9,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\NADH_neg_3
fdhAT_NADPH_1,P3-e1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhAT_NADPH_1
fdhAT_NADPH_2,P3-e2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhAT_NADPH_2
fdhAT_NADPH_3,P3-e3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhAT_NADPH_3
fdhSN_NADPH_1,P3-e4,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhSN_NADPH_1
fdhSN_NADPH_2,P3-e5,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhSN_NADPH_2
fdhSN_NADPH_3,P3-e6,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fdhSN_NADPH_3
NADPH_neg_1,P3-e7,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\NADPH_neg_1
NADPH_neg_2,P3-e8,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\NADPH_neg_2
NADPH_neg_3,P3-e9,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\NADPH_neg_3
blank_3,no injection,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\blank_3
ppk12_1,p3-c1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppk12_1
ppk12_2,p3-c2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppk12_2
ppk12_3,p3-c3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppk12_3
ppkMT_1,p3-c4,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppkMT_1
ppkMT_2,p3-c5,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppkMT_2
ppkMT_3,p3-c6,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppkMT_3
ppkPA_1,p3-c7,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppkPA_1
ppkPA_2,p3-c8,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppkPA_2
ppkPA_3,p3-c9,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppkPA_3
ppk_neg_1,p3-c10,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppk_neg_1
ppk_neg_2,p3-c11,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppk_neg_2
ppk_neg_3,p3-c12,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\ppk_neg_3
fin,no injection,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230117\fin
script,,,
